"","ENSG00000211592.8","ENSG00000210082.2","ENSG00000198712.1","ENSG00000210196.2","ENSG00000198804.2","ENSG00000198938.2","ENSG00000198886.2","ENSG00000198888.2","ENSG00000211459.2","ENSG00000198840.2","ENSG00000198763.3","ENSG00000198727.2","ENSG00000198899.2","ENSG00000124107.5","ENSG00000126709.15","ENSG00000087086.15","ENSG00000034510.6","ENSG00000212907.2","ENSG00000101443.18","ENSG00000198695.2","ENSG00000197956.10","ENSG00000177954.14","ENSG00000231500.7","ENSG00000142089.16","ENSG00000112306.8","ENSG00000198786.2","ENSG00000108821.14","ENSG00000211896.7","ENSG00000161016.18","ENSG00000163191.6","ENSG00000111640.15","ENSG00000142534.7","ENSG00000227097.5","ENSG00000204287.14","ENSG00000019582.15","ENSG00000167996.16","ENSG00000184009.12","ENSG00000225972.1","ENSG00000276168.1","ENSG00000140988.16","ENSG00000106211.10","ENSG00000228253.1","ENSG00000120885.22","ENSG00000272398.6","ENSG00000143320.9","ENSG00000248527.1","ENSG00000198034.11","ENSG00000205542.11","ENSG00000105193.9","ENSG00000171858.18","ENSG00000105640.13","ENSG00000211899.10","ENSG00000177600.9","ENSG00000160932.11","ENSG00000075624.17","ENSG00000137154.13","ENSG00000187244.12","ENSG00000130303.13","ENSG00000198755.11","ENSG00000137818.12","ENSG00000148346.12","ENSG00000110492.15","ENSG00000167526.14","ENSG00000211679.2","ENSG00000125534.10","ENSG00000197728.11","ENSG00000156508.19","ENSG00000162244.12","ENSG00000142541.18","ENSG00000142937.12","ENSG00000131469.15","ENSG00000089157.16","ENSG00000229117.9","ENSG00000211445.12","ENSG00000198242.14","ENSG00000168542.16","ENSG00000136942.15","ENSG00000118181.11","ENSG00000211895.5","ENSG00000163220.11","ENSG00000102265.12","ENSG00000008988.11","ENSG00000113140.11","ENSG00000204525.17","ENSG00000168653.11","ENSG00000129538.14","ENSG00000275110.1","ENSG00000130600.19","ENSG00000196126.11","ENSG00000159335.18","ENSG00000167658.16","ENSG00000169100.14","ENSG00000108298.12","ENSG00000165215.6","ENSG00000102854.16","ENSG00000149273.15","ENSG00000125730.17","ENSG00000187608.10","ENSG00000227063.5","ENSG00000148303.17","ENSG00000197958.13","ENSG00000147403.18","ENSG00000234745.12","ENSG00000144713.13","ENSG00000110195.14","ENSG00000145425.10","ENSG00000083845.9","ENSG00000096384.20","ENSG00000196154.12","ENSG00000233927.5","ENSG00000240342.3","ENSG00000236824.2","ENSG00000164692.18","ENSG00000099795.7","ENSG00000115268.10","ENSG00000185885.16","ENSG00000108679.13","ENSG00000182492.16","ENSG00000108107.15","ENSG00000122406.14","ENSG00000233276.7","ENSG00000166710.21","ENSG00000202538.1","ENSG00000100316.16","ENSG00000125144.14","ENSG00000166426.8","ENSG00000065978.19","ENSG00000118785.14","ENSG00000197746.14","ENSG00000100097.12","ENSG00000184292.7","ENSG00000175130.7","ENSG00000262655.4","ENSG00000182899.17","ENSG00000225630.1","ENSG00000171345.13","ENSG00000084207.18","ENSG00000213442.5","ENSG00000147604.14","ENSG00000157765.13","ENSG00000106153.13","ENSG00000140319.11","ENSG00000142676.14","ENSG00000174444.15","ENSG00000115457.10","ENSG00000125148.7","ENSG00000179862.7","ENSG00000197756.10","ENSG00000197747.9","ENSG00000108518.8","ENSG00000130255.13","ENSG00000118137.10","ENSG00000124102.5","ENSG00000204628.12","ENSG00000137309.20","ENSG00000137673.9","ENSG00000171223.6","ENSG00000122026.10","ENSG00000105372.8","ENSG00000179218.14","ENSG00000165949.12","ENSG00000128016.7","ENSG00000187837.4","ENSG00000130402.13","ENSG00000164587.13","ENSG00000200087.1","ENSG00000114391.13","ENSG00000168028.14","ENSG00000085465.13","ENSG00000125356.7","ENSG00000215030.5","ENSG00000111669.15","ENSG00000115414.21","ENSG00000175567.11","ENSG00000206503.13","ENSG00000159189.12","ENSG00000104341.17","ENSG00000130203.10","ENSG00000133048.13","ENSG00000251562.8","ENSG00000110955.9","ENSG00000120738.8","ENSG00000196230.13","ENSG00000143947.14","ENSG00000167754.13","ENSG00000063177.13","ENSG00000134333.14","ENSG00000120129.6","ENSG00000111057.11","ENSG00000173369.17","ENSG00000170345.10","ENSG00000227081.5","ENSG00000187514.17","ENSG00000130707.18","ENSG00000178531.6","ENSG00000110700.7","ENSG00000198502.6","ENSG00000074800.16","ENSG00000130522.6","ENSG00000126267.11","ENSG00000147123.11","ENSG00000169035.12","ENSG00000237039.1","ENSG00000139329.5","ENSG00000228474.6","ENSG00000102007.11","ENSG00000233913.7","ENSG00000176340.4","ENSG00000185269.12","ENSG00000125691.14","ENSG00000170421.12","ENSG00000070756.17","ENSG00000158710.15","ENSG00000184697.7","ENSG00000189377.9","ENSG00000149806.11","ENSG00000135916.16","ENSG00000163682.17","ENSG00000166441.13","ENSG00000126432.14","ENSG00000114942.14","ENSG00000174748.22","ENSG00000129562.11","ENSG00000135940.7","ENSG00000185201.16","ENSG00000109971.14","ENSG00000101335.10","ENSG00000170889.14","ENSG00000142156.15","ENSG00000230076.1","ENSG00000068697.7","ENSG00000237550.5","ENSG00000060982.15","ENSG00000221983.8","ENSG00000133112.17","ENSG00000118680.14","ENSG00000105699.16","ENSG00000067225.18","ENSG00000172809.13","ENSG00000188643.11","ENSG00000105202.9","ENSG00000103363.15","ENSG00000250479.9","ENSG00000142173.16","ENSG00000198918.8","ENSG00000118523.6","ENSG00000197903.8","ENSG00000221869.5","ENSG00000089009.15","ENSG00000171863.15","ENSG00000100823.12","ENSG00000146066.3","ENSG00000142669.15","ENSG00000169715.15","ENSG00000123095.6","ENSG00000185499.16","ENSG00000163331.12","ENSG00000162734.13","ENSG00000277791.5","ENSG00000179091.5","ENSG00000105223.20","ENSG00000104979.9","ENSG00000108953.17","ENSG00000163453.11","ENSG00000173267.14","ENSG00000125835.19","ENSG00000173372.17","ENSG00000173660.12","ENSG00000145592.14","ENSG00000172005.11","ENSG00000178719.17","ENSG00000188229.6","ENSG00000279483.2","ENSG00000167244.21","ENSG00000080824.19","ENSG00000125995.16","ENSG00000169908.12","ENSG00000123144.11","ENSG00000141753.7","ENSG00000101439.9","ENSG00000170835.16","ENSG00000106624.11","ENSG00000071082.11","ENSG00000119888.11","ENSG00000243566.7","ENSG00000204592.9","ENSG00000141738.14","ENSG00000111676.15","ENSG00000135480.16","ENSG00000107742.13","ENSG00000115461.5","ENSG00000123975.5","ENSG00000005022.6","ENSG00000100979.15","ENSG00000265972.6","ENSG00000138326.21","ENSG00000242299.1","ENSG00000135404.12","ENSG00000172270.21","ENSG00000134258.17","ENSG00000130726.12","ENSG00000154277.13","ENSG00000165502.7","ENSG00000011600.12","ENSG00000256393.1","ENSG00000125743.10","ENSG00000166681.14","ENSG00000126247.11","ENSG00000185215.11","ENSG00000230202.1","ENSG00000099953.10","ENSG00000173432.12","ENSG00000182117.6","ENSG00000196924.19","ENSG00000109475.16","ENSG00000134308.14","ENSG00000169245.6","ENSG00000167755.15","ENSG00000260260.1","ENSG00000141736.14","ENSG00000136810.13","ENSG00000023734.11","ENSG00000166165.13","ENSG00000026025.16","ENSG00000030582.18","ENSG00000106484.16","ENSG00000118849.10","ENSG00000130066.16","ENSG00000147676.14","ENSG00000173801.17","ENSG00000102109.9","ENSG00000167815.12","ENSG00000167468.18","ENSG00000044574.8","ENSG00000162366.8","ENSG00000167552.14","ENSG00000012223.13","ENSG00000189060.5","ENSG00000100234.12","ENSG00000160113.5","ENSG00000164733.22","ENSG00000105655.19","ENSG00000100219.16","ENSG00000143819.12","ENSG00000116133.13","ENSG00000236552.2","ENSG00000139644.13","ENSG00000137166.16","ENSG00000187840.5","ENSG00000133321.11","ENSG00000117592.9","ENSG00000132465.12","ENSG00000113946.4","ENSG00000185650.10","ENSG00000177606.8","ENSG00000175334.8","ENSG00000088882.8","ENSG00000178741.12","ENSG00000266402.3","ENSG00000130985.17","ENSG00000115758.13","ENSG00000089220.5","ENSG00000152518.8","ENSG00000142192.21","ENSG00000010278.15","ENSG00000166598.15","ENSG00000105701.16","ENSG00000127184.13","ENSG00000087245.13","ENSG00000118705.17","ENSG00000198959.12","ENSG00000118640.11","ENSG00000127418.15","ENSG00000162551.14","ENSG00000129353.15","ENSG00000143321.19","ENSG00000130175.10","ENSG00000231389.7","ENSG00000051523.11","ENSG00000212232.1","ENSG00000155660.11","ENSG00000117394.24","ENSG00000189143.9","ENSG00000129009.13","ENSG00000167004.13","ENSG00000213719.8","ENSG00000164736.6","ENSG00000173113.7","ENSG00000158869.11","ENSG00000143761.16","ENSG00000166145.14","ENSG00000167460.17","ENSG00000141741.12","ENSG00000172201.12","ENSG00000092010.15","ENSG00000177700.6","ENSG00000149131.17","ENSG00000204308.8","ENSG00000110651.12","ENSG00000244313.3","ENSG00000198356.12","ENSG00000175063.17","ENSG00000189334.9","ENSG00000108344.15","ENSG00000100345.22","ENSG00000112695.11","ENSG00000135069.14","ENSG00000124145.6","ENSG00000087460.27","ENSG00000283907.1","ENSG00000196205.8","ENSG00000132646.11","ENSG00000107223.13","ENSG00000131981.16","ENSG00000126756.12","ENSG00000225840.2","ENSG00000131238.18","ENSG00000132819.17","ENSG00000106366.9","ENSG00000127884.5","ENSG00000237973.1","ENSG00000131771.14","ENSG00000102316.17","ENSG00000105438.9","ENSG00000089327.15","ENSG00000172757.13","ENSG00000092841.19","ENSG00000169976.7","ENSG00000128524.5","ENSG00000156482.11","ENSG00000164924.18","ENSG00000188486.3","ENSG00000138449.11","ENSG00000182809.11","ENSG00000061794.13","ENSG00000233493.4","ENSG00000205358.4","ENSG00000167642.13","ENSG00000210144.1","ENSG00000106538.10","ENSG00000179085.8","ENSG00000254999.4","ENSG00000139055.7","ENSG00000090006.18","ENSG00000112514.18","ENSG00000188157.15","ENSG00000099341.11","ENSG00000166033.13","ENSG00000185236.12","ENSG00000013275.8","ENSG00000158716.9","ENSG00000178982.10","ENSG00000171159.5","ENSG00000131236.18","ENSG00000105472.13","ENSG00000159840.16","ENSG00000198258.11","ENSG00000232573.1","ENSG00000161798.7","ENSG00000235174.1","ENSG00000117450.15","ENSG00000187653.11","ENSG00000121858.11","ENSG00000197858.11","ENSG00000009307.16","ENSG00000188846.14","ENSG00000118816.11","ENSG00000105707.14","ENSG00000119655.11","ENSG00000140545.15","ENSG00000157227.13","ENSG00000166226.13","ENSG00000100300.18","ENSG00000224114.1","ENSG00000163902.12","ENSG00000111843.14","ENSG00000239559.2","ENSG00000184897.6","ENSG00000102144.15","ENSG00000170458.14","ENSG00000170315.14","ENSG00000169021.6","ENSG00000143878.10","ENSG00000163347.6","ENSG00000047457.14","ENSG00000159377.11","ENSG00000159388.6","ENSG00000168077.14","ENSG00000143621.17","ENSG00000162522.11","ENSG00000145494.12","ENSG00000143742.14","ENSG00000173915.16","ENSG00000185624.15","ENSG00000123416.15","ENSG00000100804.19","ENSG00000204983.14","ENSG00000188488.14","ENSG00000142871.18","ENSG00000183255.12"
"TCGA-13-1489-02A-01R-1565-13",599.0141,16769.1611,25829.882,36204.4765,12878.4715,13958.4111,11030.2547,5463.0584,6491.938,9433.1067,6129.6354,4942.357,7691.3807,10404.4428,4071.1236,12084.4534,6804.7898,4161.2473,3281.0452,2951.2304,11149.8811,17467.6898,6380.4716,8547.0932,3667.2135,1165.943,125.5085,72.9714,5402.95,5102.644,3187.5235,4717.9238,832.3434,928.9889,913.8994,10253.0912,3561.1397,22.488,281.2634,2471.6584,5580.4857,2208.1324,389.1077,726.0186,2425.0883,1142.9192,2645.2278,3652.8268,1698.3641,4689.4285,2858.7971,5.1999,4007.5962,970.658,3778.6138,2606.2587,368.5929,1004.7619,4065.4729,5157.9657,1671.046,1180.7784,2142.096,28.158,3000.5336,710.5938,2041.4969,4280.4417,1780.5949,2582.8526,3336.8201,1748.7636,2295.7405,492.301,2031.6179,81.018,2733.9864,3856.4539,30.0367,8256.0225,845.0369,1317.6742,132.9189,648.9859,1032.1432,480.7859,122.5915,1225.7799,675.1621,958.615,1191.3643,1351.7068,1002.975,2447.4035,147.2397,3795.5084,207.6693,609.7052,22.7485,1497.1101,2082.1972,2998.9024,690.4251,1550.7186,912.6613,1890.7672,1450.6617,1290.0282,1322.5271,1344.4347,886.7276,56.5688,60.9736,1489.2603,1920.4402,2523.0285,585.3993,72.0957,1506.8239,1146.3903,3337.2675,397.9343,83.8986,1004.0039,797.7544,34.9697,755.8647,270.7185,350.0135,747.4146,256.0044,769.6387,523.7692,2765.3598,114.688,1054.7809,1598.3688,520.8229,1606.1886,281.7895,3687.0574,201.8164,1362.9936,1527.1346,388.8724,1492.1694,381.0451,1984.9829,1256.2675,3006.8443,1586.4976,55.7161,1428.0903,2072.3195,700.6755,2121.9978,685.6808,1320.1081,889.4894,1336.8658,377.9463,82.5641,304.5511,173.7822,792.4552,68.4664,1762.1282,657.7288,1.0529,2534.6044,163.4612,1638.6735,22.7718,425.5496,604.2883,106.5739,664.8578,75.228,300.5743,98.2946,581.3761,101.289,484.8743,793.5682,11.2141,1043.6456,1840.1484,348.1321,157.8216,102.8762,272.1035,672.597,2661.2605,1000.2112,232.407,1365.2731,31.9586,1245.0699,658.0557,758.8846,867.7792,185.859,855.3324,55.617,977.5779,318.3243,73.5339,1179.3594,10.9432,477.0312,145.5307,253.637,1962.6724,4.3443,7.3571,1256.6087,530.1675,738.971,1522.6319,1247.805,1031.1237,948.7609,1386.5022,889.6058,695.2086,474.2584,138.3156,1011.4443,63.2761,65.2454,582.6342,510.6945,33.5693,829.6896,494.8916,1400.5279,181.0532,1546.7364,2028.888,527.463,255.6588,749.492,708.6155,66.5821,2371.9217,21.5473,305.1697,602.8587,478.5541,798.974,646.934,1823.3609,651.6104,1063.9976,68.4174,240.8352,4.3389,471.8553,482.5867,524.0661,92.3661,372.8367,592.1705,211.9887,299.5444,767.0715,96.5721,801.4146,891.0411,412.8105,323.3969,593.514,178.8582,10.2332,471.471,659.4629,1156.1715,661.8016,118.6806,227.732,1.0194,20.8913,761.9916,341.941,24.693,448.0334,66.6462,121.7448,122.4183,10.324,56.1738,780.1873,1487.6858,42.0738,148.6274,319.2186,230.7506,372.3761,440.8899,142.7842,264.4045,3.8072,570.889,172.0738,755.0068,572.8662,511.0985,217.4069,297.9833,140.802,52.391,881.3493,354.4251,114.681,460.0879,458.5638,81.0445,129.1335,252.042,19.7742,514.9154,153.5,38.7394,122.7828,152.3989,59.2178,183.9363,930.9499,305.1545,254.8962,112.4309,254.0188,1190.2,448.4538,656.8276,35.3915,30.5704,610.3956,20.7953,103.4931,449.2765,135.3955,542.3352,126.8242,63.1548,174.6286,320.462,32.9619,385.6127,183.8664,574.6685,8.6768,82.4592,358.0492,54.018,908.7775,5.7388,854.4201,50.9044,191.225,157.6702,298.4237,90.6398,100.3412,528.9041,361.1952,314.862,480.0203,22.5924,197.6121,223.8516,675.1241,26.6422,77.9594,79.5621,1056.4493,150.604,22.1834,649.0847,7.4638,353.0278,305.5694,240.3181,12.4196,123.3224,507.7961,135.8647,536.3066,169.5834,509.063,121.6699,195.6302,70.4126,21.79,533.1391,594.9772,108.4684,435.1032,276.7155,268.3287,327.5086,152.9127,167.4097,49.6056,99.1038,416.1933,660.0066,331.7726,344.711,75.4211,334.8046,452.6073,544.225,298.6422,291.8182,16.2128,122.7657,107.6065,10.8129,417.3555,78.1238,8.1444,167.5587,410.2239,34.4377,508.2084,199.9989,610.846,522.9497,605.8365,176.8772,343.6841,142.6053,209.9318,140.2883,241.1595,60.5546,81.6991,273.603,694.1194,642.8477,420.7932,61.1789,4.9576,584.9671,31.9965,192.7138,20.572,180.5923,109.9365,589.7761,174.8064,359.3635,186.3987,46.6954,175.7805,230.2384,94.9631,66.4091,582.7916,262.0219,157.511,511.8352,106.3179,164.8802,259.1733,232.9146,1.4283,700.8279,291.2318,38.5886,89.9449,675.3727,11.3196,472.8757,271.5268,102.2115,805.313,918.6253,66.1022,481.154,148.9153,85.211,446.0511,113.7836,592.6773,53.5613,44.0878,536.9632,84.204,368.111,181.6238,383.0442,243.1317,136.9034,362.5787,44.5139,9.0682,25.1929,155.1833
"TCGA-23-1023-01R-01R-1564-13",9485.9466,13438.3009,24468.4742,5020.9173,25741.3036,33165.4634,13224.1733,12153.973,7034.5786,4081.5493,10042.7028,12695.1782,8920.7432,2534.6863,861.5467,5546.751,6647.6721,4095.6253,315.0411,2067.3756,3403.6042,1021.3813,1296.8411,1425.217,1725.2193,2141.1951,4504.3171,184.7602,3908.7415,3272.3767,4729.0132,2052.5266,1045.1402,2685.695,1847.2079,1677.5244,7170.3612,43.4996,138.6265,2763.8196,767.4416,1304.4172,5367.781,494.8485,1289.7684,1627.756,1009.2369,2081.3852,597.072,692.3618,1215.8803,251.4651,745.6244,5401.993,4486.5753,1210.2143,3902.6624,219.7332,1144.5988,511.6029,763.1976,1030.0619,574.6063,576.6703,1787.8616,899.7402,1307.0597,1200.7703,1136.6099,1269.2816,874.6824,1259.4163,1045.5261,66.2565,503.9571,1391.4094,1213.579,597.2672,3131.9087,611.0331,696.0251,268.3338,2465.935,1475.7982,926.7752,126.6891,688.3577,11.3867,814.8368,858.5971,1549.1187,930.9896,432.9533,3336.8427,2453.8268,524.8536,177.4761,362.4964,12.8297,1164.2962,925.3866,840.0651,1517.9279,638.4229,62.0721,484.427,564.5897,3045.6289,1581.0558,394.8169,463.0723,121.4382,1217.0654,624.3536,669.0444,286.0026,1238.947,1085.95,580.949,598.428,1320.9824,1194.5066,0.4212,615.7736,52.306,190.1308,612.5891,330.6999,1788.5744,695.5655,1478.2607,756.5759,318.1909,430.1015,221.0082,1161.5903,1503.6952,425.5779,797.8212,260.2963,884.477,406.0495,316.3667,688.9123,4267.2335,391.9991,298.5694,726.8552,959.076,951.4087,228.3669,9.3734,2569.5797,748.4944,544.9989,69.4934,626.2794,327.3852,448.8553,1962.4933,73.5306,273.8198,4429.5145,542.0447,419.8523,2.7654,590.3139,592.0447,0.8248,416.386,294.674,830.3498,1768.7801,361.4573,746.4614,147.0531,1080.4097,139.7871,80.6164,196.8099,963.2353,791.6846,1420.2396,416.3069,1365.6646,553.4687,980.5271,651.5607,1089.8487,116.3978,228.138,153.8135,1536.2818,811.8821,499.7386,419.9906,134.7043,692.6381,1463.0252,363.7153,527.8659,216.4276,135.1669,364.5238,474.5689,312.9569,31.9471,386.7105,3.3126,110.0521,926.4036,536.7079,895.2468,0.683,1.9758,447.1944,1425.6535,252.3295,290.764,549.9484,446.7677,402.2466,687.5471,352.7616,114.5133,892.6121,358.899,631.6546,706.3174,14.9391,835.8556,256.498,4.3074,528.4891,244.0299,755.5782,432.787,607.8284,341.2543,664.4713,232.3102,730.7953,259.7754,784.7313,160.3591,384.3638,2070.0063,501.7197,402.4742,324.3992,379.204,259.6416,665.2113,50.9158,109.914,31.6491,3.8767,435.142,283.6198,597.3086,400.8808,300.8092,286.6822,959.5118,18.9095,748.8155,92.725,606.0295,251.0888,856.067,1662.0656,773.4362,73.239,243.1058,693.7042,372.3701,73.8337,438.1929,728.1752,277.5312,2.1155,370.6687,184.8896,546.14,9.6115,615.1787,61.9831,227.7063,588.4171,1807.6422,2041.1173,293.8782,492.9741,126.5481,135.6795,121.25,112.8794,547.8827,469.6895,25.8856,590.4923,78.2311,462.7655,96.5382,297.2955,573.3891,388.5793,378.327,172.0087,67.2756,446.9061,76.4451,438.6961,564.4335,209.6431,847.9167,226.7166,351.204,129.6181,74.1151,317.4931,169.1409,101.9702,723.162,742.4893,1226.8245,221.7423,885.7524,603.7528,533.9781,97.7289,235.9991,308.2826,1324.8036,39.0142,394.6314,0.3796,268.0467,237.4802,255.1848,265.5361,138.3717,462.7675,287.6215,869.3336,189.259,305.8712,207.5288,291.044,92.0208,688.1332,588.0873,57.2965,603.4161,385.637,435.4288,735.0267,159.8548,40.6923,336.5742,342.9361,240.8462,157.4139,737.4592,340.497,581.7444,623.9109,201.1149,407.6869,594.1816,408.6763,395.7095,192.2971,29.8609,202.4621,520.7566,405.7338,175.9329,243.2091,8.2685,747.5808,844.9458,1023.4848,253.9795,1116.2408,714.4762,34.8299,313.0022,79.2184,989.2124,891.4571,213.0397,39.1951,46.1126,398.9793,194.3922,97.9109,316.4106,253.8711,132.1808,266.9164,175.7016,324.165,72.775,341.697,172.155,108.7521,754.6728,348.2226,140.3434,80.9729,310.7553,401.321,299.8718,94.1248,47.4614,328.6139,102.1202,87.7479,575.6474,207.0899,28.8941,166.1129,675.2431,53.814,616.8134,366.8482,242.0501,198.7615,341.1877,648.8649,658.3452,247.0208,449.2503,50.4294,206.217,12.238,201.3415,34.1902,121.7522,117.5725,497.1387,0.3006,42.2857,268.8852,259.6108,214.5915,991.2997,562.8523,175.9133,106.9899,137.2621,524.9447,312.9672,101.5184,317.8816,90.8888,113.0101,7.1234,48.3438,511.4102,116.7865,14.9622,1001.9604,239.2533,153.4278,311.3572,69.7223,180.8607,154.0581,323.9555,56.4208,183.0766,2.9486,500.0375,130.2964,105.5237,361.723,193.0957,66.5716,163.5211,95.5592,650.9297,340.9365,9.9545,455.5163,82.7851,1020.3951,493.7243,124.6155,224.2761,318.2606,176.4458,676.9726,285.2426,318.3832,0.4906,0.4195,222.2526,601.5862
"TCGA-24-2298-01A-01R-1569-13",992.8449,34897.9704,15057.623,15357.1183,29874.7747,21834.1484,29541.6327,37444.5933,11268.5469,13230.2821,22137.9174,14292.831,24882.3588,2540.9967,7001.9951,8462.0411,9785.4861,11069.4278,1677.9784,6226.7223,1738.883,2643.862,1474.5937,3582.7802,1752.3298,5474.698,2718.0929,104.8587,3806.1652,2959.1831,6987.2125,2295.4045,798.0503,1006.7589,2960.2474,4917.0554,4120.7576,140.8113,245.0574,1672.3476,1901.8283,4582.6161,1763.9192,2728.659,2104.9858,55.2855,886.3185,1098.5193,848.9718,1142.0746,1359.0547,13.2693,1492.3657,1674.9452,3607.1497,2992.164,980.6736,1336.4624,1501.3213,777.4655,177.4612,230.067,931.3667,133.7114,2516.2457,1624.2496,1109.2506,947.9091,1037.812,1537.4555,1094.5961,949.169,1722.6891,4933.2386,1198.1181,1117.4703,816.4597,948.8205,55.4743,53.0544,702.9704,648.2507,1232.842,940.364,1056.1534,521.3161,235.4381,34.8847,584.2377,2705.73,695.7844,615.9635,811.769,2746.4514,1979.2384,738.8201,487.9758,1940.5909,19.2467,799.3962,1238.4945,765.8558,861.2393,606.1728,553.8719,549.4386,312.4429,806.5639,162.7785,726.6666,778.8259,18.1232,1068.3717,932.4023,510.2056,892.9585,1332.7314,724.5472,360.0017,930.2517,1056.2992,731.6284,168.8897,675.3106,135.7103,772.0943,1003.7984,323.9035,983.2854,1334.0473,1918.8969,318.477,803.1381,616.1447,88.4394,3327.6189,562.3912,306.4079,768.9245,1069.7413,411.5454,326.0001,1373.7979,687.0332,113.8908,757.4025,630.9117,1000.1918,556.3886,605.0683,281.5572,1.6714,23.9082,755.434,306.3363,113.9838,730.6982,957.086,473.4715,819.3415,1021.214,632.0149,101.3018,572.4738,762.6342,109.8547,612.6507,442.4095,17.1364,914.7447,92.8403,1616.5343,756.5513,255.1087,539.3013,198.5595,1495.979,103.3893,1452.0134,803.7171,2515.6521,355.0573,461.2677,422.2948,1062.3571,632.6872,254.2576,529.806,428.3898,162.0369,416.12,201.4449,880.4951,564.3432,346.3914,294.9535,98.8083,1576.9449,649.2525,869.141,273.3131,950.3708,406.82,346.8603,550.5155,262.3229,17.7047,645.6836,0.5084,284.9861,516.8362,693.5151,1080.6219,25.6842,108.61,315.6989,43.8293,299.2863,380.4193,725.1079,547.0887,372.0293,1088.5217,894.1074,411.645,536.6817,512.4709,423.4679,324.7634,14.5848,621.6012,277.551,17.9969,394.7055,472.2686,579.8866,340.6798,832.9895,355.6873,250.3215,180.0157,374.4854,988.2174,363.9963,183.554,1020.273,133.2221,900.4615,465.039,209.7393,383.9386,511.0791,680.3639,385.1515,277.0085,444.8486,1.2648,678.0556,407.4309,822.9526,130.6842,230.7215,234.3123,483.7489,130.5832,200.3316,131.1078,598.5979,441.8812,499.3463,589.9659,374.5345,131.4741,0.6165,538.2265,262.1621,547.0599,381.1836,449.0646,277.7597,0.5227,565.8248,289.3881,622.6465,161.5224,367.9774,119.3291,380.6494,1094.5815,204.0282,200.6894,232.0757,504.5387,46.9198,231.7277,156.6599,81.3456,651.3835,255.3913,407.8615,99.0927,28.8733,426.7598,146.0579,547.1427,280.8446,192.209,517.9969,210.6845,37.1656,330.205,8.6183,279.0485,414.8923,285.9857,291.2918,76.9872,66.2725,50.7125,100.0967,486.5644,166.0861,181.1998,392.1324,366.885,131.7139,682.3331,328.6937,505.6715,765.7371,61.666,192.5734,268.7873,301.936,67.6467,341.4136,5.4715,302.7012,678.7947,138.8141,414.9434,161.8001,235.6622,301.4001,553.6405,128.3867,561.3885,26.7889,317.864,264.4573,360.6706,12.1008,258.6365,399.5193,546.1061,298.5096,45.6015,386.5417,61.8265,247.0648,69.8358,593.2678,324.8618,419.5132,655.7138,354.2409,348.9598,329.908,320.1694,223.2953,14.6522,436.3843,71.0105,31.6112,647.2199,485.1981,248.3139,104.5966,100.9648,16.1161,233.4337,234.0594,460.9225,320.8885,186.5349,376.0783,178.0104,134.7102,93.8381,524.8913,310.641,376.3351,72.0752,18.003,321.4084,301.3432,456.7692,226.9654,807.4185,78.6535,237.7689,87.1321,134.6865,91.5623,375.8251,237.0918,121.6232,272.7473,345.7204,111.1642,92.1752,105.4507,369.3014,604.0257,96.6347,34.7987,154.1182,124.5972,299.0025,127.3921,205.532,175.038,128.8292,434.139,101.2609,514.2182,529.1694,227.521,247.6572,484.4692,699.9614,73.1195,101.4558,223.9282,97.8201,105.035,23.0721,188.3808,184.2433,220.6584,98.1256,362.1922,12.6039,30.1656,256.991,242.9055,202.8434,190.2997,278.1389,112.262,365.569,283.6311,183.3902,379.2814,52.2922,398.2991,172.8121,84.3066,5.751,61.4599,237.1608,68.7107,99.7753,198.2717,173.4496,168.9334,279.5615,25.3335,228.8397,384.9474,239.1103,84.279,277.5635,87.4002,363.7559,144.7162,157.1204,120.9342,316.5204,93.5578,122.9178,172.4049,285.3358,85.5764,276.5253,175.7431,129.7172,468.0041,199.5442,331.4067,375.509,231.0032,273.8763,382.563,284.6429,290.0572,3.8019,907.3765,397.4708,295.0474
